channel,start_i,start_j,trend_corr,residual_corr
HUFL,11520,11584,-0.4505813105836211,-0.39316724194248415
HUFL,11520,11648,-0.20701914698525173,-0.4805730340646994
HUFL,11520,11712,0.9264500094656472,0.9324939046040175
HUFL,11520,11776,-0.377258019728536,-0.3665994130079168
HUFL,11520,11840,-0.3728871630929016,-0.39641158473313143
HUFL,11520,11904,0.8394658206472133,0.8032647562026861
HUFL,11520,11968,-0.49688868336864417,-0.24493556211616407
HUFL,11520,12032,-0.35087729343972635,-0.4307280185440263
HUFL,11520,12096,0.7279014878215556,0.7698887650942376
HUFL,11520,12160,-0.6412672719789049,-0.3428218275202722
HUFL,11520,12224,-0.5881741633630204,-0.3632021157201358
HUFL,11520,12288,0.8937219056500133,0.9247656404416326
HUFL,11520,12352,-0.7721514360815341,-0.29715177904054035
HUFL,11520,12416,-0.3133200433422869,-0.38680185214680074
HUFL,11520,12480,0.7835213935862122,0.760301765756002
HUFL,11520,12544,-0.5681053288474618,-0.2672363905097589
HUFL,11520,12608,-0.5179472051462949,-0.38501833349224035
HUFL,11520,12672,0.7862639161848681,0.9068157054520192
HUFL,11520,12736,-0.8593967089771478,-0.6569459369955234
HUFL,11520,12800,-0.49166370141403115,-0.3568308787966258
HUFL,11520,12864,0.8916884759091546,0.9305223607358981
HUFL,11520,12928,-0.43699679993037105,-0.17083889301496052
HUFL,11520,12992,-0.38856343242738534,-0.4083704760521384
HUFL,11520,13056,0.6357127017804712,0.6634969277623571
HUFL,11520,13120,-0.24875598605112687,-0.3939712751057
HUFL,11520,13184,0.010435930067324722,-0.2984220316616766
HUFL,11520,13248,0.11113686056537697,0.30601154766897126
HUFL,11520,13312,-0.2071938228571943,-0.19600458789593048
HUFL,11520,13376,-0.47771419640055207,-0.48410984355292885
HUFL,11520,13440,0.8429918723232005,0.8220884927485237
HUFL,11520,13504,-0.37697902348542994,-0.18649918599936582
HUFL,11520,13568,-0.12711975641208126,-0.43194370843425495
HUFL,11520,13632,0.644133586753777,0.6398915748220395
