channel,start_i,start_j,trend_corr,residual_corr
HUFL,46080,51456,0.8095941795066393,0.0746377443973254
HUFL,46144,46336,0.9706866146136324,-0.1055811556575696
HUFL,46144,46528,0.9416590074920032,0.09656432544964486
HUFL,46144,47104,0.859432686319275,0.13601934795986473
HUFL,46144,47296,0.9063733174307932,0.006621774453822596
HUFL,46144,47488,0.9461259261497558,-0.06134434286861472
HUFL,46144,47872,0.9814787427959032,0.04267527800873198
HUFL,46144,48064,0.9763850900985378,0.17756939721812934
HUFL,46144,48256,0.9465311374024858,0.29714394300021796
HUFL,46144,48448,0.9243489931681491,0.23690196338002303
HUFL,46144,49024,0.8005107289700623,0.018485592564687396
HUFL,46144,49216,0.8864009339657999,0.05186858832899968
HUFL,46144,49792,0.9405592106827735,-0.033717745977053765
HUFL,46144,50176,0.9125895629389705,0.14562597631719926
HUFL,46144,50368,0.9422269749732519,-0.09494870507802249
HUFL,46144,50560,0.9427825120679254,0.17596444600407932
HUFL,46144,50752,0.8079283140332957,0.14060116992857327
HUFL,46144,51136,0.9030014991658626,0.10551252494682507
HUFL,46144,51328,0.9659440478421408,0.14431419275696356
HUFL,46144,51520,0.8950563702525681,0.17675239045554778
HUFL,46144,51712,0.9782879098033521,0.28862830783164356
HUFL,46144,52096,0.8270493649269007,-0.0029684927431849538
HUFL,46144,52480,0.9670847410154404,-0.004371130757725679
HUFL,46144,52672,0.9397282590657723,0.17617209519458177
HUFL,46144,52864,0.9390263057297448,-0.033418760813271595
HUFL,46144,53248,0.8596963185768687,0.1731469618522919
HUFL,46144,53440,0.9226013743271256,0.15791903583232575
HUFL,46144,53824,0.9661563893848242,0.027174211170339923
HUFL,46144,54016,0.9596224785983842,0.19192993778394749
HUFL,46144,54208,0.9266788946053455,0.20784695981383197
HUFL,46144,54400,0.920337595347263,0.15651873482688392
HUFL,46144,54592,0.9334200368565578,-0.013974426719787585
HUFL,46144,54656,0.8059848681614511,-0.024777807664768635
HUFL,46144,54784,0.9488644174693855,-0.0850685259622312
HUFL,46144,54976,0.9450680327752546,0.28358114535103096
HUFL,46144,55168,0.8533845986252401,0.2566856732119939
HUFL,46144,55552,0.9358001571713472,0.16500529503846081
HUFL,46144,55744,0.8570329989539529,-0.030539000547199765
HUFL,46144,55936,0.9503216844037072,0.17338938019792596
HUFL,46144,56320,0.952441662787779,0.09783650218973079
HUFL,46144,56512,0.9280889054022781,0.1938615710868186
HUFL,46144,56704,0.9167854109409611,0.18542808626718574
HUFL,46144,56896,0.9452114728743013,0.1466246765035922
HUFL,46144,57280,0.9061293767187545,-0.06915902238608765
HUFL,46144,57472,0.8991232414341597,0.08625231162819479
HUFL,46208,46400,0.8657665552296312,0.26183084208662066
HUFL,46208,47360,0.8787832722936278,-0.13235549391871684
HUFL,46208,47552,0.9243414825755725,0.19525732841533316
HUFL,46208,47744,0.812985743159261,0.28002399835084285
HUFL,46208,47936,0.9271100477642746,0.1145876787909371
HUFL,46208,48704,0.869654260742602,0.16695846994403263
HUFL,46208,49472,0.8296699232410731,0.24200536586777013
HUFL,46208,50304,0.8167363466223333,-0.048903833792358395
HUFL,46208,50432,0.9002892423889232,0.14825425606882683
HUFL,46208,50496,0.8452357526782188,0.025978751523531882
HUFL,46208,50624,0.8394783786307555,0.29431547964118826
HUFL,46208,50688,0.843359970852792,-0.12212373956796897
HUFL,46208,50816,0.8396159049924946,0.21697205948484347
HUFL,46208,51264,0.8020747573153095,0.017995482362655746
HUFL,46208,52544,0.8167207054554831,0.27344762320454574
HUFL,46208,52992,0.866341533007381,-0.2392802463940777
HUFL,46208,53376,0.8859069172585963,-0.0802911394355542
HUFL,46208,53568,0.8200514161978102,-0.1998713152441792
HUFL,46208,53696,0.9214541945032634,0.2502166893147114
HUFL,46208,54336,0.8056244577591004,-0.30360554693442177
HUFL,46208,54720,0.865483648785133,0.027326304657656147
HUFL,46208,55680,0.8636167946044399,-0.06408868907251014
HUFL,46208,56000,0.9503702576706413,0.1540885739264677
HUFL,46208,57152,0.8888972088606545,0.09621685452513923
HUFL,46336,46528,0.9214746148847104,0.22543751454876007
HUFL,46336,46720,0.9821580422240531,0.1681613712725248
HUFL,46336,46912,0.9784798988936767,0.24366045013227233
HUFL,46336,47104,0.857407644984411,0.2835964764298501
HUFL,46336,47296,0.9122831489068989,0.10876435155051425
HUFL,46336,47872,0.977369507499899,0.27162182570969223
HUFL,46336,48256,0.9503114381183494,0.18872049017735512
HUFL,46336,48448,0.9016303426011018,-0.013270111358301783
HUFL,46336,48640,0.9492837398469752,-0.08389972917772076
HUFL,46336,48832,0.8880943314801758,0.10085884119756289
HUFL,46336,49216,0.845295876591889,-0.04797612834092649
HUFL,46336,49792,0.9323296667482636,0.17735478331032922
HUFL,46336,49984,0.8176028280766491,0.017482096106815014
HUFL,46336,50176,0.8952446891245629,0.1738505482885948
HUFL,46336,50368,0.9545163135435988,0.06430999872333981
HUFL,46336,50560,0.9276345902172949,0.22165893996584593
HUFL,46336,51136,0.8950716682193699,0.21955347658854638
HUFL,46336,51328,0.9824254331975389,0.2055817922052737
HUFL,46336,51520,0.8778587275935819,-0.04617112824154131
HUFL,46336,51712,0.9704486807641428,-0.09222296664716062
HUFL,46336,51904,0.9266227898139716,-0.13258477208211933
HUFL,46336,52096,0.8461947672514386,-0.0282272845245254
HUFL,46336,52288,0.9147847387962051,0.07554847469852792
HUFL,46336,52480,0.968562477475543,0.024564339761814092
HUFL,46336,52672,0.914834708124034,-0.12737380178808616
HUFL,46336,52864,0.9358431022752768,0.20509534893943818
HUFL,46336,53056,0.8257772939152422,0.017066565108888404
HUFL,46336,53248,0.8286982425867138,0.01337844931017219
HUFL,46336,53824,0.9755246840155807,0.09483075422268102
HUFL,46336,54016,0.9334608638728213,0.11733332182837385
HUFL,46336,54208,0.9220495940132142,0.07107791547954535
HUFL,46336,54400,0.9037894958544931,-0.16179511683333492
HUFL,46336,54592,0.9195157612585432,0.21877168683360443
HUFL,46336,54784,0.9585259382544885,0.07799700503929452
HUFL,46336,54976,0.9294113843846761,-0.09618031628429419
HUFL,46336,55168,0.8189651753550304,0.007086560195272808
HUFL,46336,55360,0.9190613847352763,-0.11252261239173171
HUFL,46336,55552,0.9549850045922732,-0.033559527960334165
HUFL,46336,55936,0.9406060181183604,0.0006524167676473748
HUFL,46336,56320,0.9510973140705239,0.10905149357483662
HUFL,46336,56512,0.9166246339405264,0.13787145884379148
HUFL,46336,56704,0.9130156389052017,-0.04556309059772293
HUFL,46336,56896,0.9505525798945745,0.11331128636964045
HUFL,46336,57280,0.9115951503942133,-0.10316112009152305
HUFL,46336,57472,0.8970831312656548,-0.010197656778949285
HUFL,46400,47360,0.8308324450067797,0.1379416249195988
HUFL,46400,47936,0.8443262203080313,0.2069676267798254
HUFL,46400,48000,0.8733043538069122,-0.13113932736354578
HUFL,46400,48128,0.8253646084050704,0.2251526353083042
HUFL,46400,48384,0.8454417922965085,-0.20971226092305364
HUFL,46400,48576,0.885462188179454,0.07133639590834688
HUFL,46400,48704,0.8125553598070194,0.03857812328534017
HUFL,46400,48768,0.9127284154870209,-0.003066645795017289
HUFL,46400,49088,0.8464801514979075,0.07412069165757018
HUFL,46400,49152,0.8487533201369273,-0.15641000745710149
HUFL,46400,49728,0.9138850083208652,-0.06538808010300635
HUFL,46400,50112,0.9334576474060775,0.17068307892850262
HUFL,46400,50304,0.9070544402251913,-0.0602559537281939
HUFL,46400,50432,0.965287954927889,-0.002206147323108186
HUFL,46400,50496,0.9628559398379226,0.0812120791959431
HUFL,46400,50688,0.9236430589894937,-0.14679460655795654
HUFL,46400,50880,0.932842287408321,0.2632500495182129
HUFL,46400,51072,0.9648245520699088,-0.09494318113130458
HUFL,46400,51264,0.8381890016517407,0.028291862057976964
HUFL,46400,51968,0.8482645579736046,-0.11668527842742343
HUFL,46400,52224,0.9478239783294472,-0.07786460572273321
HUFL,46400,52736,0.842347989063088,0.12285191782786144
HUFL,46400,52800,0.9508717919019711,-0.11714180751062092
HUFL,46400,52992,0.9737829000066265,-0.24872587332564855
HUFL,46400,53184,0.8439493139142455,0.031551240516769385
HUFL,46400,53376,0.9579996347329413,-0.19516065486078793
HUFL,46400,53568,0.896582988835707,-0.2864979200947178
HUFL,46400,53952,0.878042875119395,-0.07969413125845094
HUFL,46400,54336,0.9372756419067241,-0.2002208866964606
HUFL,46400,54528,0.8825725959922728,0.14082034165320045
HUFL,46400,54720,0.9432620025228855,0.17980816054413887
HUFL,46400,54848,0.819761793347583,-0.03851093453750787
HUFL,46400,55296,0.956113567607776,-0.19185873339077322
HUFL,46400,55680,0.9496652894972893,-0.12863391085341813
HUFL,46400,55808,0.9232541639898538,0.27198211742680906
HUFL,46400,55872,0.8805930173918064,-0.023185620558458086
HUFL,46400,56000,0.8571345676262095,-0.0674160347779273
HUFL,46400,56192,0.9160582928230798,0.2093849557799909
HUFL,46400,56448,0.8145874573866138,0.22082189134507768
HUFL,46400,56576,0.8458910123750634,0.05340245218495897
HUFL,46400,56960,0.8795091469619412,0.22415050304095838
HUFL,46400,57152,0.8382564528709245,0.1552693765846496
HUFL,46400,57216,0.8497818749263945,-0.23427249984697204
HUFL,46400,57408,0.8657635350367403,-0.1398828003875997
HUFL,46464,56256,0.8063698423821708,0.1904848674378509
HUFL,46528,46720,0.948955343320507,0.242660206836578
HUFL,46528,47488,0.8654155931965327,0.05762341214986182
HUFL,46528,48064,0.8961062955966776,0.18455536479883783
HUFL,46528,48256,0.8785683186415388,0.129864230335483
HUFL,46528,48448,0.8872718036787356,-0.0009409582255177916
HUFL,46528,48832,0.8435326578175375,0.19509482574285156
HUFL,46528,49216,0.8987428167778828,-0.16558215099972237
HUFL,46528,49792,0.8550345260096655,-0.05794731846057655
HUFL,46528,50176,0.9194122512473857,-0.15640237929423376
HUFL,46528,50368,0.8586834630332193,0.08206002626049218
HUFL,46528,50560,0.8796299485430956,0.2658800008959659
HUFL,46528,50752,0.8871162242814845,0.004431781472701706
HUFL,46528,51136,0.8070153024262331,-0.07855486864546046
HUFL,46528,51328,0.9210309425598109,0.15665139700762298
HUFL,46528,51520,0.8620523840511776,-0.16415393387039848
HUFL,46528,51712,0.9265059767078159,-0.0036599977110347666
HUFL,46528,51904,0.8093461889711884,0.23872778413222653
HUFL,46528,52480,0.9056246514986254,-0.06242364820255846
HUFL,46528,52672,0.9109473133293067,-0.06432924176270158
HUFL,46528,52864,0.8928400152516789,0.03508498339560062
HUFL,46528,53248,0.8416197778584094,0.2225964865957081
HUFL,46528,53440,0.8643471625594644,0.17178432736131521
HUFL,46528,53824,0.9299097794566304,0.2081969379784135
HUFL,46528,54016,0.8876998007288417,0.21695880061804787
HUFL,46528,54208,0.8139585901176097,0.2347413834566249
HUFL,46528,54400,0.8563135162005673,0.113697955157414
HUFL,46528,54592,0.9005336844023094,-0.0018957770110778706
HUFL,46528,54784,0.9145064782063849,-0.12510934635239063
HUFL,46528,54976,0.9650337980204863,0.05831250194432359
HUFL,46528,55168,0.8803927885103008,0.2013339625692711
HUFL,46528,55360,0.9273701463210837,0.14102195717665772
HUFL,46528,55552,0.8876574608473697,0.03503572429706245
HUFL,46528,55936,0.9266261853581637,0.10480915612041562
HUFL,46528,56128,0.810794120184684,0.06353716420421365
HUFL,46528,56320,0.9603123935563491,-0.0074605589972178464
HUFL,46528,56512,0.9439823516822813,0.2182513991336839
HUFL,46528,56704,0.8915355784133434,-0.03699644429981468
HUFL,46528,56896,0.9369756702858177,0.2263626173405549
HUFL,46528,57280,0.8465326190953957,-0.17392402485110464
HUFL,46528,57472,0.8430945960512705,0.18438924459849812
HUFL,46592,47360,0.833575101294376,0.0934922624199476
HUFL,46592,47552,0.9277277956297372,0.229653999421185
HUFL,46592,47744,0.8336410539153417,0.26189993245392035
HUFL,46592,47936,0.9547826509705183,0.2885720532519499
HUFL,46592,48576,0.8718825479490879,0.20243514992131087
HUFL,46592,49280,0.8835956379388813,0.1569759315263478
HUFL,46592,49472,0.8681325032111886,0.28644308404617486
HUFL,46592,50112,0.8642115128669919,-0.004591866035160665
HUFL,46592,50304,0.8439227887680831,-0.08409583230570743
HUFL,46592,50432,0.9168567361782453,0.23166900841976495
HUFL,46592,50496,0.9261348042353835,0.1171552281727232
HUFL,46592,50688,0.8441650530073137,-0.12588611047631082
HUFL,46592,50880,0.8783366724257332,0.22500612273416395
HUFL,46592,51072,0.8557610141525693,-0.10804547890214254
HUFL,46592,51264,0.8004953544137666,0.04813312849706437
HUFL,46592,51392,0.8387803747465725,0.1516930357005259
HUFL,46592,52224,0.839606818465541,0.012846827825692254
HUFL,46592,52352,0.8657696594166837,0.19392089998673676
HUFL,46592,52736,0.8930298312913776,0.2851379434928082
HUFL,46592,52800,0.8179622470277286,-0.09866840352239453
HUFL,46592,52928,0.8146069567254358,0.2317370368842116
HUFL,46592,52992,0.9330544455546849,-0.37645299809204025
HUFL,46592,53376,0.8865069601250688,-0.1471978309852226
HUFL,46592,53568,0.8579593138686228,-0.1386047671393518
HUFL,46592,53696,0.9418227300256065,0.21824694399619177
HUFL,46592,54336,0.8238551619328587,-0.24806764703387402
HUFL,46592,55296,0.8135887859797959,-0.14913748117428813
HUFL,46592,55680,0.8904763425436418,-0.17331373684451554
HUFL,46592,55872,0.8142599885772229,0.02951599176368099
HUFL,46592,56000,0.8825163484662122,0.028460083700426717
HUFL,46592,56576,0.9225838788163749,0.22089754887969076
HUFL,46592,57344,0.8529389236077948,0.06306150601428741
HUFL,46720,47104,0.8445329750520129,0.22588729415670425
HUFL,46720,47488,0.9257281639284758,0.11955267227078177
