channel,start_i,start_j,trend_corr,residual_corr
HUFL,11520,11584,-0.30046854410384244,-0.13183815537888263
HUFL,11520,11648,0.259168760474194,-0.11893720648823959
HUFL,11520,11712,0.7685761126610928,0.5299717794905288
HUFL,11520,11776,0.36437057122497146,-0.05033054722047757
HUFL,11520,11840,-0.8167079214808814,-0.07559368580480674
HUFL,11520,11904,0.5825687095837929,0.16911279477207233
HUFL,11520,11968,-0.30544640841279264,-0.008228165750505905
HUFL,11520,12032,0.03087342631044082,-0.3763879040830922
HUFL,11520,12096,0.6528657679072465,0.3358703683080658
HUFL,11520,12160,0.13442401035218368,0.004792105916526055
HUFL,11520,12224,-0.3450707477510374,-0.16977164632024397
HUFL,11520,12288,0.290847237863421,0.31719001883632014
HUFL,11520,12352,-0.20689639905551183,-0.30096480652900265
HUFL,11520,12416,-0.7544106091756012,-0.5126554096670226
HUFL,11520,12480,0.5413282648090832,0.2840058888860043
HUFL,11520,12544,-0.29910390225880834,0.011382863721145211
HUFL,11520,12608,0.22097351845331029,-0.37505086881811533
HUFL,11520,12672,-0.4346490823727462,0.30335570619658203
HUFL,11520,12736,0.4515357678723902,0.0006422593373502369
HUFL,11520,12800,-0.43692564815901297,-0.34758943128062
HUFL,11520,12864,0.7809641453818312,0.5738199787392207
HUFL,11520,12928,-0.16371307589470535,0.08605914023330709
HUFL,11520,12992,-0.35308275758719754,-0.24054316753249977
HUFL,11520,13056,0.4755080798042874,0.30842420203102955
HUFL,11520,13120,-0.17439809795292027,0.12369431537930885
HUFL,11520,13184,-0.409585181248254,-0.4334309031350131
HUFL,11520,13248,0.43242751388938977,0.1940494463413046
HUFL,11520,13312,0.302445456483138,0.2971947296043736
HUFL,11520,13376,-0.1189629388567154,-0.3040343325077829
HUFL,11520,13440,-0.05406738960583417,0.37338366132704726
HUFL,11520,13504,-0.1102659268369104,0.09890012534488274
HUFL,11520,13568,-0.48254668862094036,-0.11276149487928139
HUFL,11520,13632,-0.41245653093030726,0.18374633291559742
HUFL,11520,13696,0.5514079208408568,-0.017771153149379406
HUFL,11520,13760,-0.19643317967745738,-0.0988708091862025
HUFL,11520,13824,0.5728777903517138,0.3185287339470767
HUFL,11520,13888,0.16553976095164788,0.0892405726107506
HUFL,11520,13952,-0.7467947086304803,-0.25374242822520066
HUFL,11520,14016,-0.3182855214694875,0.19596048209277717
HUFL,11520,14080,0.056831256628923146,-0.1511853670931668
HUFL,11520,14144,-0.557480890309499,-0.3654538296355172
HUFL,11520,14208,-0.10780934483754478,0.3095120093424794
HUFL,11520,14272,-0.042386259519903935,-0.0014540794894463915
HUFL,11520,14336,-0.2312256973125931,-0.31950118287257756
HUFL,11584,11648,-0.4490834243482111,-0.26085272219838784
HUFL,11584,11712,-0.10770909855745761,-0.3005238647231564
HUFL,11584,11776,0.5360742189126515,0.46978288224320025
HUFL,11584,11840,-0.09079634265230373,-0.35000845197556196
HUFL,11584,11904,-0.17651760004244857,-0.277674069443801
HUFL,11584,11968,0.7579488850257509,0.5447494014529358
HUFL,11584,12032,-0.6294711315504852,-0.34171211684958663
HUFL,11584,12096,-0.6083765293315964,-0.23523459159889287
HUFL,11584,12160,0.6343096074789148,0.44035038745004607
HUFL,11584,12224,-0.522561739418764,-0.36406657546004345
HUFL,11584,12288,0.1820092366892047,-0.37103416735735906
HUFL,11584,12352,-0.23841170693134273,0.3474199537569454
HUFL,11584,12416,0.34815152754054834,-0.14380252152312467
HUFL,11584,12480,-0.332175894487887,-0.22238117804670066
HUFL,11584,12544,0.5159377222529578,0.7001850282948674
HUFL,11584,12608,-0.3439494832705237,0.0716586711221744
HUFL,11584,12672,0.26975697042068314,-0.4368659047453613
HUFL,11584,12736,-0.17824162512077332,0.3434850654746398
HUFL,11584,12800,-0.480109709840495,-0.2110624615124242
HUFL,11584,12864,-0.1836948686340217,-0.25238354296429133
HUFL,11584,12928,0.7735432279691992,0.5961906753721422
HUFL,11584,12992,-0.5358832192379356,-0.3206330348987411
HUFL,11584,13056,-0.10993711848507474,-0.34214516758915126
HUFL,11584,13120,0.7545840835172127,0.48285436457627623
HUFL,11584,13184,-0.4689223210802338,-0.22107668559131805
HUFL,11584,13248,-0.45224319958635995,-0.3411856408428619
HUFL,11584,13312,0.1834812103849042,0.5134320176468584
HUFL,11584,13376,-0.5230794336358727,-0.3100489008453841
HUFL,11584,13440,-0.23769713708960646,-0.5123407023556159
HUFL,11584,13504,0.8686285692556364,0.5678024916992394
HUFL,11584,13568,-0.1708408336538545,-0.23137670862775908
HUFL,11584,13632,0.5273544416562274,-0.4986909270125029
HUFL,11584,13696,-0.33817750042451933,0.44750048536565284
HUFL,11584,13760,-0.06764209311986798,-0.16219244504711594
HUFL,11584,13824,-0.27964679408361726,-0.5953273086024907
HUFL,11584,13888,0.3675506682166767,0.4797176402421816
HUFL,11584,13952,-0.1456765028388424,-0.17946945962163924
HUFL,11584,14016,0.28926734320092123,0.05150708947027948
HUFL,11584,14080,-0.3419444471731847,0.37916292036282767
HUFL,11584,14144,0.11560306828833863,-0.17263063253792876
HUFL,11584,14208,-0.0020031823211975465,-0.34921063759410975
HUFL,11584,14272,0.8284368400449691,0.36035626693030537
HUFL,11584,14336,-0.6325322108106958,-0.09305457750943034
HUFL,11648,11712,0.3621145320942914,-0.2528844190577284
HUFL,11648,11776,-0.40282036093421725,-0.09454444550669015
HUFL,11648,11840,0.1461872703138365,0.49980662514659374
HUFL,11648,11904,0.5159550769862278,-0.13268081095581527
HUFL,11648,11968,-0.8048311551386717,-0.20117188860092036
HUFL,11648,12032,0.26756014005814194,0.31502066155428027
HUFL,11648,12096,0.47498759036559624,-0.028771253127925656
HUFL,11648,12160,-0.6578823013386045,-0.22373767926726998
HUFL,11648,12224,0.15799576576802585,0.11457247787923308
HUFL,11648,12288,0.07823848338910037,-0.08811406217908133
HUFL,11648,12352,-0.10346256281548545,0.21966604705190843
HUFL,11648,12416,0.009939877085506801,0.25928100390673875
HUFL,11648,12480,0.66138631198856,-0.04630373608762027
HUFL,11648,12544,-0.375916995548217,-0.2531124164975967
HUFL,11648,12608,0.4229931881626803,0.2147957504463345
HUFL,11648,12672,-0.43573166857952667,-0.153606407830718
HUFL,11648,12736,0.030227145719548196,-0.3882240860901567
HUFL,11648,12800,0.46490285590305436,0.38520759594992376
HUFL,11648,12864,0.19825109849974026,-0.28836032257852895
HUFL,11648,12928,-0.7118153414974654,-0.2606267403261328
HUFL,11648,12992,0.30670804006982777,0.2676197708388657
HUFL,11648,13056,0.3665477465711664,0.07506393993734108
HUFL,11648,13120,-0.5614215027374471,-0.27988226202334476
HUFL,11648,13184,0.2576368814580513,0.3658123046527993
HUFL,11648,13248,0.7378893049306139,0.1666713737205349
HUFL,11648,13312,-0.6032175440237718,-0.28414445935775634
HUFL,11648,13376,0.09729540761004911,0.2918172501720475
HUFL,11648,13440,-0.24995253012935056,0.14394623118828423
HUFL,11648,13504,-0.3858137873851108,-0.27307651671772426
HUFL,11648,13568,0.12933309011276975,0.36404010510086204
HUFL,11648,13632,-0.2907443250897915,0.13097599593271803
HUFL,11648,13696,0.37975235341256347,-0.1661588872393541
HUFL,11648,13760,0.6658408880034855,0.23858938890206058
HUFL,11648,13824,0.48097992647253895,0.08911410144875838
HUFL,11648,13888,-0.2418447654778801,-0.10425397995079964
HUFL,11648,13952,0.3581645051518051,0.3957484577954921
HUFL,11648,14016,-0.6910827811496972,-0.17750783935695286
HUFL,11648,14080,-0.09072148823784337,-0.13916367645531208
HUFL,11648,14144,0.3831331518039127,0.24930314692862884
HUFL,11648,14208,-0.27825764415095944,-0.06942920887463082
HUFL,11648,14272,-0.6761331460694127,-0.32586071121594773
HUFL,11648,14336,0.3861379300160055,0.48630736070738534
HUFL,11712,11776,0.26012607368777196,-0.15966556502429846
HUFL,11712,11840,-0.4830488403954152,-0.16349236120327762
HUFL,11712,11904,0.5965370466707397,0.29277407899828783
HUFL,11712,11968,-0.26687000936874977,-0.1302340271266618
HUFL,11712,12032,-0.3312118568160387,-0.3067275587602369
HUFL,11712,12096,0.3257875936592364,0.3920738451951419
HUFL,11712,12160,-0.06985621066749846,-0.2610757003095171
HUFL,11712,12224,-0.17294427765352416,-0.01933523241171704
HUFL,11712,12288,0.44968827729924954,0.4992930850959028
HUFL,11712,12352,-0.17310643543640455,-0.6348991039710701
HUFL,11712,12416,-0.37880059798678045,-0.4452767041439357
HUFL,11712,12480,0.6721408290055007,0.509935769421034
HUFL,11712,12544,0.05043672197936149,-0.19200964555028177
HUFL,11712,12608,-0.07351712719109392,-0.35147767323975765
HUFL,11712,12672,-0.19623888654464453,0.46640212635567724
HUFL,11712,12736,-0.006940930099371023,0.10791620316166527
HUFL,11712,12800,-0.37361896818373114,-0.3665275137380051
HUFL,11712,12864,0.619802690887578,0.6624346373409348
HUFL,11712,12928,-0.03865416136761487,-0.11884884533293495
HUFL,11712,12992,-0.5792209311128806,-0.24649697762082462
