channel,start_i,start_j,trend_corr,residual_corr
CZE_LAN_Cbe_Jt_16,15948,16012,-0.6617175368132444,0.12958232699085956
CZE_LAN_Cbe_Jt_16,15948,16076,0.929515168978883,0.3379577258774217
CZE_LAN_Cbe_Jt_16,15948,16140,-0.41323385808685653,0.03605617957841821
CZE_LAN_Cbe_Jt_16,15948,16204,0.7548257430456037,-0.5202088949088943
CZE_LAN_Cbe_Jt_16,15948,16268,-0.17446573386966774,0.017473109483593936
CZE_LAN_Cbe_Jt_16,15948,16332,0.2442915933664955,-0.2578561076896122
CZE_LAN_Cbe_Jt_16,15948,16396,0.9231028202251,-0.05564661354242435
CZE_LAN_Cbe_Jt_16,15948,16460,-0.7789245265999325,-0.34188670773356844
CZE_LAN_Cbe_Jt_16,15948,16524,0.890525631816285,0.26371907713459475
CZE_LAN_Cbe_Jt_16,15948,16588,-0.5772628299481459,0.15755611495666805
CZE_LAN_Cbe_Jt_16,15948,16652,0.9317749191198805,0.62085493279306
CZE_LAN_Cbe_Jt_16,15948,16716,-0.411583538540856,0.024358056942601534
CZE_LAN_Cbe_Jt_16,15948,16780,0.6971124168626369,-0.21093679900074586
CZE_LAN_Cbe_Jt_16,15948,16844,-0.12991475545863326,-0.07634054293783546
CZE_LAN_Cbe_Jt_16,15948,16908,0.11512531346664204,-0.35672529252259033
CZE_LAN_Cbe_Jt_16,15948,16972,0.959591534767615,0.41919424661135274
CZE_LAN_Cbe_Jt_16,15948,17036,-0.7956416944081741,-0.14865408815478692
CZE_LAN_Cbe_Jt_16,15948,17100,0.9629281235759134,0.4168905198212991
CZE_LAN_Cbe_Jt_16,15948,17164,-0.5529677795237536,0.03699854735846361
CZE_LAN_Cbe_Jt_16,15948,17228,0.920298822476091,0.5638620918720665
CZE_LAN_Cbe_Jt_16,15948,17292,-0.3495133338396012,0.022468420990075483
CZE_LAN_Cbe_Jt_16,15948,17356,0.7883044161370272,0.1516276295077437
CZE_LAN_Cbe_Jt_16,15948,17420,-0.10106607277300567,0.01428971394413194
CZE_LAN_Cbe_Jt_16,15948,17484,0.05296178646799257,-0.5222485256979361
CZE_LAN_Cbe_Jt_16,15948,17548,0.7777045241167948,0.027767953277984668
CZE_LAN_Cbe_Jt_16,15948,17612,-0.5167986666661486,0.11520469405327352
CZE_LAN_Cbe_Jt_16,15948,17676,0.7350488895468976,0.32028087473304545
CZE_LAN_Cbe_Jt_16,15948,17740,-0.2731565943376842,0.026881973570885443
CZE_LAN_Cbe_Jt_16,15948,17804,0.9501206748235124,0.5612724254339195
CZE_LAN_Cbe_Jt_16,15948,17868,-0.32893990110768806,0.0316379783113939
CZE_LAN_Cbe_Jt_16,15948,17932,0.7495724013222858,-0.24532033809674358
CZE_LAN_Cbe_Jt_16,15948,17996,-0.16444799119224807,0.013133299364387086
CZE_LAN_Cbe_Jt_16,15948,18060,0.20682873495729748,-0.2913100623019131
CZE_LAN_Cbe_Jt_16,15948,18124,0.9441641648272432,0.2478962700981016
CZE_LAN_Cbe_Jt_16,15948,18188,-0.8026243123070759,-0.2890395874519241
CZE_LAN_Cbe_Jt_16,15948,18252,0.9142351955888174,0.1917245878085518
CZE_LAN_Cbe_Jt_16,15948,18316,-0.5758473081100088,0.06364648373317232
CZE_LAN_Cbe_Jt_16,15948,18380,0.9242311552770761,0.37682621517806886
CZE_LAN_Cbe_Jt_16,15948,18444,-0.3557906993036362,0.015442152293548861
CZE_LAN_Cbe_Jt_16,15948,18508,0.7902020268528491,-0.26037274736481475
CZE_LAN_Cbe_Jt_16,15948,18572,-0.11919606397032709,0.02635243977020642
CZE_LAN_Cbe_Jt_16,15948,18636,0.0853073485680387,-0.3540571867507659
CZE_LAN_Cbe_Jt_16,15948,18700,0.9689044145000634,0.23405392044720222
CZE_LAN_Cbe_Jt_16,15948,18764,-0.7598386733242186,-0.14553265063742515
CZE_LAN_Cbe_Jt_16,15948,18828,0.9199129760616943,0.004259793211767251
CZE_LAN_Cbe_Jt_16,15948,18892,-0.5823515533539595,0.020484437256107355
CZE_LAN_Cbe_Jt_16,15948,18956,0.9228566390571865,0.43813614989540367
CZE_LAN_Cbe_Jt_16,15948,19020,-0.3596994093532122,0.035374833268204266
CZE_LAN_Cbe_Jt_16,15948,19084,0.8404161161683423,-0.2816692539611336
CZE_LAN_Cbe_Jt_16,15948,19148,-0.04760287770235046,0.02262216659612643
CZE_LAN_Cbe_Jt_16,15948,19212,0.1336329976128423,0.030272228721876505
CZE_LAN_Cbe_Jt_16,15948,19276,0.7787686555536434,0.3532745221247669
CZE_LAN_Cbe_Jt_16,15948,19340,-0.520226380436011,0.019896123847531515
CZE_LAN_Cbe_Jt_16,15948,19404,0.8897011887692773,0.17849188404067984
CZE_LAN_Cbe_Jt_16,15948,19468,-0.516006268720125,0.08451897797959845
CZE_LAN_Cbe_Jt_16,15948,19532,0.9590892652441794,0.4553256882366703
CZE_LAN_Cbe_Jt_16,15948,19596,-0.31753303971868707,0.02581332066593817
CZE_LAN_Cbe_Jt_16,15948,19660,0.780700173860778,0.4710181569456594
CZE_LAN_Cbe_Jt_16,15948,19724,-0.21277099113379572,-0.009335290388674831
CZE_LAN_Cbe_Jt_16,15948,19788,0.17175785164241655,-0.2862877475422128
CZE_LAN_Cbe_Jt_16,15948,19852,0.9975948695972378,0.16798986958874518
CZE_LAN_Cbe_Jt_16,16012,16076,-0.8902010255862982,0.09513052737742439
CZE_LAN_Cbe_Jt_16,16012,16140,0.8572597604180833,-0.24981669082943372
CZE_LAN_Cbe_Jt_16,16012,16204,-0.9892713837891854,-0.2191560788507491
CZE_LAN_Cbe_Jt_16,16012,16268,0.49922668639702217,-0.26033743150566996
CZE_LAN_Cbe_Jt_16,16012,16332,-0.8196067674675178,0.13557089611166012
CZE_LAN_Cbe_Jt_16,16012,16396,-0.8692902004905733,0.021408605158044748
CZE_LAN_Cbe_Jt_16,16012,16460,0.3953040955498226,0.009742499048557753
CZE_LAN_Cbe_Jt_16,16012,16524,-0.9295300533106389,-0.057057636052065305
CZE_LAN_Cbe_Jt_16,16012,16588,0.40468352598509966,-0.05566423932549404
CZE_LAN_Cbe_Jt_16,16012,16652,-0.8419353217966873,0.052024810948876204
CZE_LAN_Cbe_Jt_16,16012,16716,0.8480252547370729,-0.20262725214298724
CZE_LAN_Cbe_Jt_16,16012,16780,-0.9976454854627571,-0.08189923106775857
CZE_LAN_Cbe_Jt_16,16012,16844,0.45468856758747683,-0.24314030427004943
CZE_LAN_Cbe_Jt_16,16012,16908,-0.7564960748653606,-0.04881990667294202
CZE_LAN_Cbe_Jt_16,16012,16972,-0.8361375283086716,-0.09488083243955386
CZE_LAN_Cbe_Jt_16,16012,17036,0.6521315852685239,-0.07323780407587979
CZE_LAN_Cbe_Jt_16,16012,17100,-0.8380578614899904,0.11945335978229785
CZE_LAN_Cbe_Jt_16,16012,17164,0.974052340104035,0.4443579536245511
CZE_LAN_Cbe_Jt_16,16012,17228,-0.8962356276541129,0.15491855793636453
CZE_LAN_Cbe_Jt_16,16012,17292,0.752189580415791,-0.11409783288151007
CZE_LAN_Cbe_Jt_16,16012,17356,-0.9770572945977984,-0.0026174371035313417
CZE_LAN_Cbe_Jt_16,16012,17420,0.41380857944687155,-0.26850448963089596
CZE_LAN_Cbe_Jt_16,16012,17484,-0.711622249520075,0.1791085871741563
CZE_LAN_Cbe_Jt_16,16012,17548,-0.9774580939467167,-0.4884092732782683
CZE_LAN_Cbe_Jt_16,16012,17612,0.13487045793983782,0.0809003629483039
CZE_LAN_Cbe_Jt_16,16012,17676,-0.9179776490883608,-0.002138974629504028
CZE_LAN_Cbe_Jt_16,16012,17740,0.5834736378801306,-0.08865778293767525
CZE_LAN_Cbe_Jt_16,16012,17804,-0.8589858364772104,0.04256965236225035
CZE_LAN_Cbe_Jt_16,16012,17868,0.7156385723873957,0.09178730723703213
CZE_LAN_Cbe_Jt_16,16012,17932,-0.9888385904790582,-0.16077549623729698
CZE_LAN_Cbe_Jt_16,16012,17996,0.45329342461648986,-0.2631876530170744
CZE_LAN_Cbe_Jt_16,16012,18060,-0.8373383363726241,-0.232183985974751
CZE_LAN_Cbe_Jt_16,16012,18124,-0.8586222042946011,0.12231840539020807
CZE_LAN_Cbe_Jt_16,16012,18188,0.5376634100869434,0.026444193313437555
CZE_LAN_Cbe_Jt_16,16012,18252,-0.9072294759239529,0.020942326861654408
CZE_LAN_Cbe_Jt_16,16012,18316,0.9817671972517813,0.5301068822473032
CZE_LAN_Cbe_Jt_16,16012,18380,-0.8972415260386546,0.07519210571111588
CZE_LAN_Cbe_Jt_16,16012,18444,0.7622513058360098,-0.08212644615364836
CZE_LAN_Cbe_Jt_16,16012,18508,-0.9784330640256488,-0.1445930777288328
CZE_LAN_Cbe_Jt_16,16012,18572,0.4443291212731294,-0.24975206300123556
CZE_LAN_Cbe_Jt_16,16012,18636,-0.7597018708489043,-0.286423055935939
CZE_LAN_Cbe_Jt_16,16012,18700,-0.8107187041746,0.049688799117579154
